filename,title_jp,author,place_name,frequency,lat,lon
04shoraino_nihon,将来の日本,徳富蘇峰,アフガニスタン,6,33.7680065,66.2385139
kariforuniano_takarajima,加利福尼亜の宝島,（お伽冒険談）,アフガニスタン,1,33.7680065,66.2385139
05uma,十二支考,馬に関する民俗と伝説,アフガニスタン,1,33.7680065,66.2385139
daishino_jidai,大師の時代,榊亮三郎,アフラ,4,8.037222,7.876389
furuki_miniature,古き小画,宮本百合子,アフラ,30,8.037222,7.876389
sanshiro,三四郎,夏目漱石,アフラ,5,8.037222,7.876389
02hoso_yawa,法窓夜話,穂積陳重,アフラ,1,8.037222,7.876389
homuzuno_tanteiho,ホオムズの探偵法,平林初之輔,アフリカ,1,-28.8166236,24.991639
danjo_kosai,男女交際より家庭生活へ,宮本百合子,アフリカ,1,-28.8166236,24.991639
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,アフリカ,4,-28.8166236,24.991639
obeikakkoku_seikyonikki,欧米各国　政教日記,井上円了,アフリカ,1,-28.8166236,24.991639
kutaniyaki,九谷焼,中谷宇吉郎,アフリカ,1,-28.8166236,24.991639
jindono_shotai,人道の正体,丘浅次郎,アフリカ,2,-28.8166236,24.991639
08tori,十二支考,鶏に関する伝説,アフリカ,7,-28.8166236,24.991639
sensoto_heiwa,戦争と平和,丘浅次郎,アフリカ,1,-28.8166236,24.991639
04shoraino_nihon,将来の日本,徳富蘇峰,アフリカ,4,-28.8166236,24.991639
nankyokuno_kaiji,南極の怪事,押川春浪,アフリカ,11,-28.8166236,24.991639
roshiayo_nanjiwa_tobu,露西亜よ汝は飛ぶ,百田宗治,アフリカ,1,-28.8166236,24.991639
nagasakino_insho,長崎の印象,（この一篇をＮ氏、Ａ氏におくる）,アフリカ,1,-28.8166236,24.991639
01tora,十二支考,虎に関する史話と伝説民俗,アフリカ,8,-28.8166236,24.991639
10inoshishi,十二支考,猪に関する民俗と伝説,アフリカ,1,-28.8166236,24.991639
hebi_tsukai,蛇つかひ,鈴木三重吉,アフリカ,1,-28.8166236,24.991639
suwisu_nikki,スウィス日記,辻村伊助,アフリカ,4,-28.8166236,24.991639
anteishosetsudanno_shokeiko,探偵小説壇の諸傾向,平林初之輔,アフリカ,1,-28.8166236,24.991639
gutara_dochuki,ぐうたら道中記,佐々木邦,アフリカ,3,-28.8166236,24.991639
shinano_kangan,支那の宦官,桑原隲藏,アフリカ,1,-28.8166236,24.991639
chibetto_ryokoki,チベット旅行記,河口慧海,アフリカ,2,-28.8166236,24.991639
amentia,あめんちあ,富ノ沢麟太郎,アフリカ,1,-28.8166236,24.991639
jinruino_seizon_kyoso,人類の生存競争,丘浅次郎,アフリカ,1,-28.8166236,24.991639
ikyo,異郷,寺田寅彦,アフリカ,1,-28.8166236,24.991639
unmei,運命,幸田露伴,アフリカ,1,-28.8166236,24.991639
hanashino_tane,話の種,寺田寅彦,アフリカ,7,-28.8166236,24.991639
gakumonno_susume,学問のすすめ,福沢諭吉,アフリカ,1,-28.8166236,24.991639
kirisuto_shintono_nagusame,基督信徒のなぐさめ,内村鑑三,アフリカ,1,-28.8166236,24.991639
hyakushonikki,百姓日記,石川三四郎,アフリカ,1,-28.8166236,24.991639
mittsuno_takara,三つの宝,芥川龍之介,アフリカ,7,-28.8166236,24.991639
07saru,十二支考,猴に関する伝説,アフリカ,15,-28.8166236,24.991639
kosakaifubokushi_sketch,小酒井不木氏スケッチ,国枝史郎,アフリカ,1,-28.8166236,24.991639
damon_to_pythias,デイモンとピシアス,鈴木三重吉,アフリカ,2,-28.8166236,24.991639
04hebi,十二支考,蛇に関する民俗と伝説,アフリカ,11,-28.8166236,24.991639
dobutsuno_shiyu_zaisan,動物の私有財産,丘浅次郎,アフリカ,1,-28.8166236,24.991639
06hitsuji,十二支考,羊に関する民俗と伝説,アフリカ,2,-28.8166236,24.991639
koseieno_saidaiibutsu,後世への最大遺物,内村鑑三,アフリカ,8,-28.8166236,24.991639
korobokkuru_fuzoku_ko,コロボックル風俗考,坪井正五郎,アフリカ,4,-28.8166236,24.991639
okushuburakuno_seiritsu,特殊部落の成立沿革を略叙してその解放に及ぶ,喜田貞吉,アフリカ,1,-28.8166236,24.991639
pariyori,巴里より,與謝野寛、與謝野晶子,アフリカ,1,-28.8166236,24.991639
warerano_tetsugaku,我らの哲学,丘浅次郎,アフリカ,1,-28.8166236,24.991639
watashino_yokyusuru_tantei,私の要求する探偵小説,平林初之輔,アフリカ,1,-28.8166236,24.991639
saijiki_shinchu,歳時記新註,寺田寅彦,アフリカ,1,-28.8166236,24.991639
03tawara_toda,十二支考,田原藤太竜宮入りの話,アフリカ,11,-28.8166236,24.991639
02usagi,十二支考,兎に関する民俗と伝説,アフリカ,4,-28.8166236,24.991639
jinruino_shorai,人類の将来,丘浅次郎,アフリカ,1,-28.8166236,24.991639
02hoso_yawa,法窓夜話,穂積陳重,アフリカ,1,-28.8166236,24.991639
itariano_koto,伊太利亜の古陶,宮本百合子,アフリカ,1,-28.8166236,24.991639
dansenino_kyakuhon_oyobi_tanpen,ダンセニーの脚本及短篇,片山廣子,アフリカ,1,-28.8166236,24.991639
05uma,十二支考,馬に関する民俗と伝説,アフリカ,6,-28.8166236,24.991639
seikonichiroku,西航日録,井上円了,アフリカ,1,-28.8166236,24.991639
04shoraino_nihon,将来の日本,徳富蘇峰,アマゾン,1,-4.479925,-63.5185396
hannichi,半日,有島武郎,アマゾン,1,-4.479925,-63.5185396
enbo,展望,福士幸次郎,アマゾン,1,-4.479925,-63.5185396
kirisuto_shintono_nagusame,基督信徒のなぐさめ,内村鑑三,アマゾン,1,-4.479925,-63.5185396
07saru,十二支考,猴に関する伝説,アマゾン,1,-4.479925,-63.5185396
04hebi,十二支考,蛇に関する民俗と伝説,アマゾン,2,-4.479925,-63.5185396
03tawara_toda,十二支考,田原藤太竜宮入りの話,アマゾン,1,-4.479925,-63.5185396
nobuko,伸子,宮本百合子,アマゾン,1,-4.479925,-63.5185396
08tori,十二支考,鶏に関する伝説,アミアン,1,49.8941708,2.2956951
sobyo,素描,與謝野寛,アミアン,1,49.8941708,2.2956951
pariyori,巴里より,與謝野寛、與謝野晶子,アミアン,4,49.8941708,2.2956951
oano_heiwao_ronzu,東亜の平和を論ず,大隈重信,アムール,1,3.1288655,32.1024832754124
01tora,十二支考,虎に関する史話と伝説民俗,アムール,1,3.1288655,32.1024832754124
04chabanashi1918,茶話,大正七（一九一八）年,アムステルダム,1,52.3730796,4.8924534
nantoo_omoite,南嶋を思いて,――伊波文学士の『古琉球』に及ぶ――,アムステルダム,1,52.3730796,4.8924534
zoku_kubiroku,續狗尾録,狩野直喜,アムステルダム,1,52.3730796,4.8924534
06hitsuji,十二支考,羊に関する民俗と伝説,アムステルダム,1,52.3730796,4.8924534
pariyori,巴里より,與謝野寛、與謝野晶子,アムステルダム,5,52.3730796,4.8924534
03tawara_toda,十二支考,田原藤太竜宮入りの話,アムステルダム,1,52.3730796,4.8924534
seikonichiroku,西航日録,井上円了,アムステルダム,4,52.3730796,4.8924534
chibetto_ryokoki,チベット旅行記,河口慧海,アムド,4,32.2676152,91.6810713
yufuin_ko,由布院行,中谷宇吉郎,アメリカ,1,39.7837304,-100.445882
furyubutsu,風流仏,幸田露伴,アメリカ,1,39.7837304,-100.445882
danjo_kosai,男女交際より家庭生活へ,宮本百合子,アメリカ,19,39.7837304,-100.445882
01aru_onna_zenpen,或る女,（前編）,アメリカ,41,39.7837304,-100.445882
kagehinata,蔭ひなた,牧野信一,アメリカ,1,39.7837304,-100.445882
rekishiteki_tanteishosetsu,歴史的探偵小説の興味,小酒井不木,アメリカ,1,39.7837304,-100.445882
so_dandan2,想断々（２）,北村透谷,アメリカ,2,39.7837304,-100.445882
yureito,幽霊塔,黒岩涙香,アメリカ,23,39.7837304,-100.445882
wagahaiwa_naze_itsumademo_subetenioite_otoroenuka,我輩は何故いつまでもすべてに於て衰えぬか,大隈重信,アメリカ,3,39.7837304,-100.445882
nazono_kamikizu,謎の咬傷,小酒井不木,アメリカ,3,39.7837304,-100.445882
kojikino_meiyo,乞食の名誉,伊藤野枝,アメリカ,10,39.7837304,-100.445882
saikin_yorokobare,最近悦ばれているものから,宮本百合子,アメリカ,5,39.7837304,-100.445882
ogyu,闘牛,国枝史郎,アメリカ,1,39.7837304,-100.445882
kugatsu_tsuitachi,九月一日,水上滝太郎,アメリカ,1,39.7837304,-100.445882
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,アメリカ,3,39.7837304,-100.445882
seijito_kyoikuto_bunri,政事と教育と分離すべし,福沢諭吉,アメリカ,1,39.7837304,-100.445882
sinajinkan_syokujinniku,支那人間に於ける食人肉の風習,桑原隲藏,アメリカ,1,39.7837304,-100.445882
mankan_tokorodokoro,満韓ところどころ,夏目漱石,アメリカ,8,39.7837304,-100.445882
shiro,白,芥川龍之介,アメリカ,1,39.7837304,-100.445882
junkaishoko_chosontoshokan,巡回書庫と町村図書館と,佐野友三郎,アメリカ,2,39.7837304,-100.445882
gendaino_fujinni_tsugu,現代の婦人に告ぐ,大隈重信,アメリカ,2,39.7837304,-100.445882
hina,雛,芥川龍之介,アメリカ,5,39.7837304,-100.445882
meiji_10nen,明治十年前後,淡島寒月,アメリカ,2,39.7837304,-100.445882
nihon_tanteishosetsukai_sunpyo,日本探偵小説界寸評,国枝史郎,アメリカ,1,39.7837304,-100.445882
kamifusen,紙風船（一幕）,岸田國士,アメリカ,1,39.7837304,-100.445882
meijibunmeishijoni_okeru_fukuzawao,明治文明史上に於ける福沢翁,大隈重信,アメリカ,9,39.7837304,-100.445882
madamu_sadayakko,マダム貞奴,長谷川時雨,アメリカ,4,39.7837304,-100.445882
hanamori,花守,横瀬夜雨,アメリカ,1,39.7837304,-100.445882
shinju_fujin_kyukana,真珠夫人,菊池寛,アメリカ,2,39.7837304,-100.445882
yamiyono_ume,闇夜の梅,三遊亭圓朝,アメリカ,1,39.7837304,-100.445882
sanmen_ittai,三面一体の生活へ,与謝野晶子,アメリカ,4,39.7837304,-100.445882
kokaishokani_tsukite,公開書架（Open-shelf-system）につきて,佐野友三郎,アメリカ,1,39.7837304,-100.445882
dokuke,毒気,牧野信一,アメリカ,1,39.7837304,-100.445882
obeikakkoku_seikyonikki,欧米各国　政教日記,井上円了,アメリカ,82,39.7837304,-100.445882
yokaigakuippan,妖怪学一斑,井上円了,アメリカ,1,39.7837304,-100.445882
jinkakuo_ninchisezaru,人格を認知せざる国民,新渡戸稲造,アメリカ,9,39.7837304,-100.445882
ozai_bunmeino_chowao_ronjite,東西両文明の調和を論じて帝国の将来に及ぶ,大隈重信,アメリカ,2,39.7837304,-100.445882
jindono_shotai,人道の正体,丘浅次郎,アメリカ,1,39.7837304,-100.445882
kokusairenmeitowa_donna,国際聯盟とは如何なものか,新渡戸稲造,アメリカ,2,39.7837304,-100.445882
shigyoshiki_kunji,始業式訓示,大隈重信,アメリカ,3,39.7837304,-100.445882
akuno_doigo,「悪」の同意語,牧野信一,アメリカ,4,39.7837304,-100.445882
shosaio_chushinni,書斎を中心にした家,宮本百合子,アメリカ,2,39.7837304,-100.445882
igon,遺言,国木田独歩,アメリカ,1,39.7837304,-100.445882
beikoku_junkaibunko_kigen,米国巡回文庫起源及び発達,佐野友三郎,アメリカ,5,39.7837304,-100.445882
yabuno_uguisu,藪の鶯,三宅花圃,アメリカ,2,39.7837304,-100.445882
yome_dorobo_tan,嫁泥棒譚,伊藤野枝,アメリカ,1,39.7837304,-100.445882
08tori,十二支考,鶏に関する伝説,アメリカ,2,39.7837304,-100.445882
oano_heiwao_ronzu,東亜の平和を論ず,大隈重信,アメリカ,8,39.7837304,-100.445882
kyoikukano_kyoiku,教育家の教育,新渡戸稲造,アメリカ,1,39.7837304,-100.445882
norowareno_ie,呪われの家,小酒井不木,アメリカ,1,39.7837304,-100.445882
gaikono_hoshin,外交の方針,大隈重信,アメリカ,4,39.7837304,-100.445882
seinen,青年,森鴎外,アメリカ,1,39.7837304,-100.445882
seinenno_tenka,青年の天下,大隈重信,アメリカ,1,39.7837304,-100.445882
isshuno_joishiso,一種の攘夷思想,北村透谷,アメリカ,1,39.7837304,-100.445882
04setsuni_taisuru_hyoron,瘠我慢の説,瘠我慢の説に対する評論について,アメリカ,5,39.7837304,-100.445882
okyojinno_darakujidai,東京人の堕落時代,夢野久作,アメリカ,7,39.7837304,-100.445882
wakare,わかれ,国木田独歩,アメリカ,1,39.7837304,-100.445882
04shoraino_nihon,将来の日本,徳富蘇峰,アメリカ,10,39.7837304,-100.445882
nankyokuno_kaiji,南極の怪事,押川春浪,アメリカ,1,39.7837304,-100.445882
sensoto_kishogaku,戦争と気象学,寺田寅彦,アメリカ,1,39.7837304,-100.445882
dansho,断唱,牧野信一,アメリカ,1,39.7837304,-100.445882
france_yakushano_uraomote,仏蘭西役者の裏表,岸田國士,アメリカ,1,39.7837304,-100.445882
izawa_ranken,伊沢蘭軒,森鴎外,アメリカ,3,39.7837304,-100.445882
06chabanashi1922,茶話,大正十一（一九二二）年,アメリカ,21,39.7837304,-100.445882
03homei_gobusaku_horo,泡鳴五部作,放浪,アメリカ,1,39.7837304,-100.445882
04chabanashi1918,茶話,大正七（一九一八）年,アメリカ,95,39.7837304,-100.445882
roshiayo_nanjiwa_tobu,露西亜よ汝は飛ぶ,百田宗治,アメリカ,1,39.7837304,-100.445882
shimaguniteki,島国的僻見,岸田國士,アメリカ,1,39.7837304,-100.445882
chikyugi,地球儀,牧野信一,アメリカ,4,39.7837304,-100.445882
08chabanashi1926,茶話,大正十五（一九二六）年,アメリカ,2,39.7837304,-100.445882
02fukuo_jiden,福翁自伝,福翁自伝,アメリカ,105,39.7837304,-100.445882
denmaruku_kokuno_hanashi,デンマルク国の話,信仰と樹木とをもって国を救いし話,アメリカ,2,39.7837304,-100.445882
nanro,南路,宮本百合子,アメリカ,5,39.7837304,-100.445882
nagasakino_insho,長崎の印象,（この一篇をＮ氏、Ａ氏におくる）,アメリカ,2,39.7837304,-100.445882
02aru_onna_kohen,或る女,（後編）,アメリカ,26,39.7837304,-100.445882
joshi_kyoikuno_mokuteki,女子教育の目的,大隈重信,アメリカ,14,39.7837304,-100.445882
shigyoshikini_nozomite,始業式に臨みて,大隈重信,アメリカ,2,39.7837304,-100.445882
shokugyono_kutsu,職業の苦痛,若杉鳥子,アメリカ,1,39.7837304,-100.445882
01tora,十二支考,虎に関する史話と伝説民俗,アメリカ,4,39.7837304,-100.445882
agunino_kami,アグニの神,芥川龍之介,アメリカ,5,39.7837304,-100.445882
gakkokyoiku_toshokan,学校教育における図書館の利用,佐野友三郎,アメリカ,10,39.7837304,-100.445882
10inoshishi,十二支考,猪に関する民俗と伝説,アメリカ,2,39.7837304,-100.445882
kanno,感応,岩村透,アメリカ,1,39.7837304,-100.445882
haguruma,歯車,芥川竜之介,アメリカ,4,39.7837304,-100.445882
yadonashi_inu,やどなし犬,鈴木三重吉,アメリカ,1,39.7837304,-100.445882
suwisu_nikki,スウィス日記,辻村伊助,アメリカ,12,39.7837304,-100.445882
shinjufujin,真珠夫人,菊池寛,アメリカ,2,39.7837304,-100.445882
oyadori_kotori,親鳥子鳥,佐々木邦,アメリカ,4,39.7837304,-100.445882
fushinchu,普請中,森鴎外,アメリカ,4,39.7837304,-100.445882
yuwa_sokushin,融和促進,喜田貞吉,アメリカ,1,39.7837304,-100.445882
yokaidan,妖怪談,井上円了,アメリカ,3,39.7837304,-100.445882
ariajinno_kodoku,アリア人の孤独,松永延造,アメリカ,1,39.7837304,-100.445882
anteishosetsudanno_shokeiko,探偵小説壇の諸傾向,平林初之輔,アメリカ,1,39.7837304,-100.445882
watakushino_daisukina,わたくしの大好きなアメリカの少女,宮本百合子,アメリカ,9,39.7837304,-100.445882
kantenchi,閑天地,石川啄木,アメリカ,2,39.7837304,-100.445882
akemoto,竹本綾之助,長谷川時雨,アメリカ,1,39.7837304,-100.445882
minshu_kaizengakuno_jissai_kachi,民種改善学の実際価値,丘浅次郎,アメリカ,1,39.7837304,-100.445882
antei_shosetsuo_tsukutte_moraitai_hitobito,探偵小説を作って貰い度い人々,国枝史郎,アメリカ,1,39.7837304,-100.445882
gokaino_mado_02,五階の窓,合作の二,アメリカ,1,39.7837304,-100.445882
ningenseikatsuno_mujun,人間生活の矛盾,丘浅次郎,アメリカ,3,39.7837304,-100.445882
chiroruno_aki,チロルの秋（一幕）,岸田國士,アメリカ,1,39.7837304,-100.445882
reitekihonnoshugi,霊的本能主義,和辻哲郎,アメリカ,3,39.7837304,-100.445882
mingei_yonjunen,民藝四十年,柳宗悦,アメリカ,5,39.7837304,-100.445882
gutara_dochuki,ぐうたら道中記,佐々木邦,アメリカ,2,39.7837304,-100.445882
gubijinso,虞美人草,夏目漱石,アメリカ,1,39.7837304,-100.445882
yokaigendan,妖怪玄談,井上円了,アメリカ,6,39.7837304,-100.445882
chibetto_ryokoki,チベット旅行記,河口慧海,アメリカ,3,39.7837304,-100.445882
shogun,将軍,芥川龍之介,アメリカ,2,39.7837304,-100.445882
suiokuniyoru_tsuioku,「追憶」による追憶,岸田國士,アメリカ,1,39.7837304,-100.445882
shinno_aikokushin,真の愛国心,新渡戸稲造,アメリカ,3,39.7837304,-100.445882
sabakuno_koto,沙漠の古都,国枝史郎,アメリカ,2,39.7837304,-100.445882
koden,香奠,豊島与志雄,アメリカ,3,39.7837304,-100.445882
jinruino_seizon_kyoso,人類の生存競争,丘浅次郎,アメリカ,1,39.7837304,-100.445882
utusukushikitukiyo,美しき月夜,宮本百合子,アメリカ,1,39.7837304,-100.445882
kaiunno_tsuzumi,開運の鼓,国枝史郎,アメリカ,1,39.7837304,-100.445882
denshato_furo,電車と風呂,寺田寅彦,アメリカ,4,39.7837304,-100.445882
orikage,鳥影,石川啄木,アメリカ,2,39.7837304,-100.445882
ababababa,あばばばば,芥川龍之介,アメリカ,1,39.7837304,-100.445882
himitsu,秘密,平林初之輔,アメリカ,7,39.7837304,-100.445882
konjikiyasha,金色夜叉,尾崎紅葉,アメリカ,1,39.7837304,-100.445882
harusameno_yoru,春雨の夜,永井荷風,アメリカ,1,39.7837304,-100.445882
05fukuzawasenseio_omou,瘠我慢の説,福沢先生を憶う,アメリカ,1,39.7837304,-100.445882
ningen_seizo,人間製造,国枝史郎,アメリカ,1,39.7837304,-100.445882
seiji_shumino_kan'yo,政治趣味の涵養,大隈重信,アメリカ,1,39.7837304,-100.445882
han_kirisutokyo_undo,反キリスト教運動,小川未明,アメリカ,1,39.7837304,-100.445882
minzokuno_hattento_rika,民族の発展と理科,丘浅次郎,アメリカ,1,39.7837304,-100.445882
hitotusnodekigoto,一つの出来事,宮本百合子,アメリカ,3,39.7837304,-100.445882
hikageno_machi,日蔭の街,松本泰,アメリカ,7,39.7837304,-100.445882
rokugatsu,六月,相馬泰三,アメリカ,1,39.7837304,-100.445882
kamino_ke,髪の毛,佐々木邦,アメリカ,3,39.7837304,-100.445882
saikin_obeini_okeru,最近欧米に於ける財政経済事情,井上準之助,アメリカ,3,39.7837304,-100.445882
rekkyo_kanshino_chushinni_aru_nihon,列強環視の中心に在る日本,大隈重信,アメリカ,1,39.7837304,-100.445882
arugogatsuno_asano,或る五月の朝の話,牧野信一,アメリカ,1,39.7837304,-100.445882
atarashiki_sosen,新らしき祖先,相馬泰三,アメリカ,1,39.7837304,-100.445882
mezamashidokeino_hungai,眼醒時計の憤慨,牧野信一,アメリカ,1,39.7837304,-100.445882
kaijin_jumankan,灰燼十万巻,（丸善炎上の記）,アメリカ,2,39.7837304,-100.445882
gekidono_nakao_iku,激動の中を行く,与謝野晶子,アメリカ,2,39.7837304,-100.445882
kyokuyano_ki,極夜の記,牧野信一,アメリカ,1,39.7837304,-100.445882
michino_ki,みちの記,森鴎外,アメリカ,1,39.7837304,-100.445882
yasukichino_techokara,保吉の手帳から,芥川龍之介,アメリカ,3,39.7837304,-100.445882
atarashiki_sekai,新しき世界の為めの新しき芸術,大杉栄,アメリカ,3,39.7837304,-100.445882
inakaishino_ko,田舎医師の子,相馬泰三,アメリカ,1,39.7837304,-100.445882
meishinto_shukyo,迷信と宗教,井上円了,アメリカ,4,39.7837304,-100.445882
henna_koi,変な恋,小酒井不木,アメリカ,1,39.7837304,-100.445882
chijinno_ai,痴人の愛,谷崎潤一郎,アメリカ,8,39.7837304,-100.445882
katsudo_shashin,活動写真,淡島寒月,アメリカ,6,39.7837304,-100.445882
hanashino_tane,話の種,寺田寅彦,アメリカ,23,39.7837304,-100.445882
